review,rating
"fantastic vaule spent 6 nights hotel end holiday bali, 3 bed roomed apartment pool, fantastic with2 teenage children, staff friendly, main pool world staffed life guards.i stay,  ",4.7964986054838645
"good hotel just returned oahu night fabulous time, stayed radisson prince kuhio based reviews read online, paid normal price room did n't expect fancy, room 2 double beds small bathroom fine, hardly room lot things oahu, rental car time week no problem getting hotel despite construction going, arrived 6 called hotel check early, said fine got little shut eye explored island, did n't mind pool renovated, instead going hotel use pool just walked block swam ocean instead, staff helpful friendly, recommend friends, oahu stay want visit islands,  ",2.681935000658313
"dissapointment unfulfilled expectations wow start, say hotel lacking aspect concierge fantastic, booked prepaid room supposed special rate preferred room checked spent 15 minutes listening staff discuss rooms n't reason, eventually given room went, carpets stained crumbs bedside table window looked brick wall preferred room, called complained miraculously room 22nd floor did smaller cramped turned, moved day comfortable room.what bad, housekeeping poor general areas not cleaned dust dirty water flower pots etc.. bedroom poorly serviced noticed leaving day item floor bathroom piece paper bed floor scrap, room cleaned item moved quite managed clean bathroom make bed disturbing items no idea, waited 2 hours make 4 calls extra pillows, bell boy told downstairs complimentary drinking water none room, thing room service arrive bottle water 15 check sent away, thing lets themselve room checking proceeded check mini bar left 2 complimentary bottles water floor hallway.on mornings decided grab breakfast come room prepare day ahead not disturb sign door left, assume housekeeping noticed time returned room exactly wanted avoid, confronted housekeeper response no sign door n't claimed room floor, 100 certain not case.the worst thing complaints guest think management talk try rectify things not word, regret not staying giraffe hotel stayed earlier wonderful.i n't misled expect quality words reception 3 star diamond hotelperhaps just expecting,  ",0.9646279170603829
"hotel not safe stayed hotel pleased, came hurricane jeane clear hotel not build resist wind safety hotel minus zero, n't want know happened stronger hurricane ivan, hit, hotel not stand place hurricanes appear days natureproblems did n't assistance hotelstaff, left, roof room rained inside rooms no windows nobody help, occ, gran flamenco good sight stay away want safe,  ",1.5579444193370746
"caribe hilton piëÙ_a coladas stayed caribe hilton nights june 2005. apprehensive bad reviews arrived staff checked right away asked upgrade gave, stayed renovated room new tower great beautiful ocean view, beach clean order hotel serve right, slide water lot fun, concierge really helpful came recommending restaurants old san juan, oh quite easy using cabs, reviewers mentioned cab rides expensive live dc really inexpensive 6 town, overall great experience lovely hotel,  ",3.5638568361006984
"oasis times square spent 4 nights 5 days nyc trip, comming doors provided immediate cool quiet welcoming environment heat noise pollution crowd times square, staff helpful friendly, breakfast afternoon wine cheese not complimentary ample rick nice room spread comfortably, room n't large just fine furniture comfortable clean, housekeeping staff quick unobtrusive hotel staff courteous helpfulwith requests dining recommendations tickets general questions, recommended definitely return,  ",4.675575410214386
"loved, just returned trip paris 2007. prior booking hotel read numerous hotel reviews tripadvisor, decided relais vieux not disappointed, stayed hotels world try stay nicest ones possible, general paris expensive relais vieux did n't disappoint, loved location right river notre dame louvre, located latin secion noisy relais street quiet, room great old beams 1400, lovely view looking various rooftops comfortable spacious, room wireless internet intermittent downstairs used time, staff helpful friendly just loved entire experience, located right st. michael square tons restaurants metro station practically street, breakfast nearby cafes, really n't bad say hoel experience, highly recommend traveler s prefer luxury hotel n't want break bank,  ",4.858226865915459
"good hotel hotel clean, room bigger average nice, large flatscreen tv nice room quiet, nightclub door closed wo n't noise there.the guy desk helpful bookings, location good block cable car stop,  ",3.8095936537079957
"basic affordable accomodations paradise stayed hotel year work trip suppose different mind set paid trip vacation enjoyed stay, nice rooftop hot tub pool pool chairs enjoying warm hawaiian breeze, elevator lot faster thought considering stayed 23rd floor, room basic bed not comfortable, lobby open air nice, think free wi-fi, staff polite, parking adjacent hotel extra fee day, location great, walked waikiki beach shopping, free trolley hop couple blocks takes big mall near honolulu,  ",2.5150394295767837
"horrible customer service friends girls weekend planned hotel friend birthday, purchased favorite bottle wine planned giving birthday, arrived hotel valet saw bottle refused let bring wine hotel, groups people bringing coolers hotel.we appointments booked zaspa 5:30pm evening, waiting 6:00pm asked staff going helped, told running 45 minutes, dinner reservations 7:00pm cancel.at dinner waiter just walked away table apparently asked questions menu proceeded charge extra entree ordered.throughout stay asked speak general manager manager duty times everytime asked staff said just left no management available speak us.finally days stay questions charges credit card, left message billing department received phone them.the room nice received horrible service, wish stayed hotel crescent court street,  ",0.8273283472148137
"expensive great great hotel waysgood location door marina square shopping door city hall mrt station.great staff smiling prepared help.good location large business event, held 250 person conference went smoothly.rooms comfortable facilities come expect good bed internet decent tv comfortable bathroom decent shower ok little unexciting restaurants.concierge happy recommend places advise best there.staff flexible, extend stay problems thailand no problems accomodating short notice.all great niggle price, expensive,  ",3.9656632745102116
"awesome time place experience words, 7/11 7/18i traveled 12 different islands not best resort beautiful, staff amazing, did upgrade excellence club felt worth, excellence club staff absolutely wonderful.we paid additional 80 private air conditioned ride resort, soon pulled airport asked driver couple grande cervesa si senor, pulled open air bar driving paradise ice cold beer, little trick learned previous trip cle philly punta cana thirsty presedente.. took 50 min, great enjoying scenery, roads fine island standards, yes drive little crazy no problemo, try costa rico want bad roads, arriving resort lobby grounds gorgeous, immediately given cold towel drink wisked away excellence club check, hola carlos favorite bellman-he awesome totally enjoyed everytime saw, check extremely fast, upgraded honeymoon suite told n't available day immediate credit night, no problem, 8 rooms ca n't throw, standard room took great, friend said stay time room, went day room n't quite ready hit pool, 1:00 went excellence club greeted told room ready, carlos bags went awesome excellence club staff, came surprise lifes, door no number opened long hallway, thought room hallway-wrong, imperial suite, approximately 3500 square feet huge, 2 plasma tv dinning room living room kitchen monsterous bedroom shower/ sinks indoor outdoor hot tubs muchos gracias, party great friends made.the facility clean tidy, pools awesome swim bar great, drinks food served.the food phenominal, hooked 2 different couples fla birthday night wanted lobster house, n't care lobster favorite server victor said no problemo, lobster victor brought filet cut fork, showed birthday cake candles everone restaurant sang happy birthday, ate italian restaurant twice enjoyed, problem getting seated dinner.we went night shows, good entertaining, different night, circus little cheesy tip, sit outside great breeze bar right hit disco 3 4 times, lot fun met great people, hola inez dancing instructor, right body does n't correct way bachata inez pleasure, day activity queen, pleasant, gracios making trip enjoyable, did 2 adventures day catamaran sonoa island, went power boats came cat, stop 1 place ocean waist deep water star fish natural habitat, note water 4-5 seconds, lunch beach island.4 wheelin, lasts 3 1/2-4 hrs, cave swim beach beautiful countryside, tip wear shoes toe machines 5 speed auto 5th gear trips great worth money, turned lot people enjoyed, note, booked reservations desk gogo tours, appoligize ca n't remember name-he awesome knowledgable helpful, staff friendly accomodating, literally make stay excellent, excellence building 2 new resorts ocho rios jamaica cancun mexico, said nice punta cana, special hello thank new friends florida philly texas alabama, helped make trip extra special did 100 1 tip, people gave, no expecting tip work hard awesome do.in closing save life 1 vacation place go1 unbelievable, adios enjoy,  ",4.543439764387322
"great rooms great location great service nights summer break spent seattle pan pacific, booked basic king room online rate quite competitive seattle.the room excellent bed linens notch staff met exceeded expectations.as owner boutique bb inn assure aware quality return hotel again.try 1.95 happy hour snacks marazul yeah,  ",4.858873589745527
"absolutely wonderful, hotel wonderful choice, staff extremely friendly helpful, gave excellent restaurant excursion recommendations, loved 24hr coffee tea fruits, library lounge great place relax, smaller rooms facing canal bigger ones, perfect couple, room bathroom immaculate, hotel situated walking distance great location.it far away things quiet peaceful sleep, boyfriend definitely recommend staying stay,  ",4.841954723427456
"not good sofitel london love sofitel london vist new york coming thought try new york sofitel.i booked directly hotel telling usual 3pm check no problem told, guess delays arived 2:30 told needed wait, swift dicussion duty manager sorted things not great way start stay, promised breakfast came check forgotten, not great customer focused hotel, rooms good exec suite corner room windows sides not level comforts london pay room service tea/coffee, 500 night expect able make cup tea pay additional 20 tip, ok hotel good location near times square not high standards sofitel usually set,  ",1.8089344311473277
"amazing, amazing hotel, enjoyed husband, trip combination business pleasure business things decided book different hotel company booked rest stay, glad decision change, hotel good meritus negara no complaints upgraded suite extra effort staff oriental diference, service staff impeccable, way check-in settling room staff club lounge doorman concerge, nothing trouble, domestic staff polite respectful privacy setting room, house staff club lounge friendly sense homour, occasion joking lift staff told proud problem i.e, remember remind husband regular basis, upgraded club room arrival worth extra champagne breakfast everyday afternoon tea 2 hours cocktails 5.30 7.30pm included, club lounge huge stunning views city, room good size facilities expect class hotel, point plug ipod/mp3 player surround sound room cable supplied, recommend spa 2 hours bliss able shoulders neck ways n't years, slight downside distance nearest mrt station pleasant walk cover shopping malls, certainly staying given chance,  ",4.714995652578508
"fine base sights went hotel august bank holiday weekend 2004 following internet booking expedia uk, room basis, honest nothing wrong place base sights, room hotel overlooking busy main thoroughfare av arago noise considerable double glazing air meant did n't need open windows, bathroom bit worn adequate, lifts lobby room people problem, place clean tidy, baggage store bathrooms ground floor need freshen prior later flight home, door blocks right main shopping/tourist area blocks left sagrada familia, coming airport train passeig garcia sants, walk hotel station, come station walk hill inland past guadi famous buildings till av arago turn right 3-4 blocks described time way, hotel left, area hotel pretty safe including night did n't beggars unlike catalonia square las ramblas, walking difficulties 3-4 block walk centre tiresome no problem, n't fit wheelchair lift, easy hail taxi outside hotel lazy people just stolled passeig garcia matter minutes metro, journey ticket fro metro useful really good value, nothing fancy clean bit like basic novotel inside, no complaints,  ",2.7454406249147554
"ideal hotel stayed swissotel 2 nights certainly stay, booked superior room overlooking dam square reviews state noise heard say noise heard trams ringing did not bother soon got used, hotel high standard clean rooms, staff spoke couteous helpful, n't think praise, look deals room stayed 350 euros night walked street, did breakfast hotel good taken little tea coffee not included price,  ",4.814201639708245
"good value location not kid friendly area recommend hotel everybody small children, area immediately hotel not child friendly homeless pan handlers adult oriented businesses, no big deal taken consideration, mild red light district standards make uncomfortable.spent 4 nights city view great, study cityrail website sydney light rail, used international airport great realize crowded rush hour, ok bags imagine challenged manuvering bags rush hour.in room hispeed internet access lan cable au 29.95/day, expected pay not unheard 3 times going hotel rate, did not pay, room great, suprised no international news broadcast channel cnn bbc offered, like walk able walk sydney opera major tourist areas 25 minutes, not cityrail accessible kings cross station major location require transfer,  ",3.639373490173273
"beautiful romantic great price, recently spent nights paris honeymoon jaunt europe stayed hotel ares, room beautiful clean bathroom wonderful area quaint adorable, pleased hotel choice,  ",4.603816335789171
"totally surprised amazingly surprised hotel, stay half business half pleasure, originally booked westin colleague booked switched work easier, bit leary boutique hotel going stay week, little worried hotel staff standards room, start i.e, exiting taxi, wonderful customer service, level service expect fairmont ritz-carlton, great perk hotel free wireless internet hotel, hotel does lot things energy pollution conscious, toilet 1.6 gallon super flusher, sounded really cool loud require flush job, room service menu limited, real downside room did n't coffee machine, definitely stay need travel boston,  ",4.774953907290991
"punta cana princess not baby, boyfriend 35 33 visited punta cana princess march 13-19 2007. booked air hotel transfers ta paid 130 extra 2 upgrade vip package, long review trip flights transfers flew air boston connected charlotte no problems flights, transfers prearranged vip travel no relation hotel quickly shuttle, no passengers drop arrived resort 25 minutes small traffic tie truck broken down.check welcome bags unloaded set aside, no waiting check walked right, bartender lobby bar showed moments delicious fruit punch served champagne glasses, quick check id stickers bags visited vip concierge explained perks package gave rundown booking dinners, moved quickly lobby bar fruit punch time rum.after hour bar moved luggage room.the room room floor building 4. 3rd floor 2nd ground 1st 2nd, room spotless cathedral ceiling wood ceiling fan, turned ac visit did use ac fan ceiling fan, 2 queen beds large dresser/vanity closet plenty space hanging clothes shelf space, umbrella closet iron ironing board, safe closet measures 12__Ç__x6__Ç__x12__Ç_µ, did not pay additional safe controlled entering code pick using key, steps going living area couch trundle bed underneath bureau, fell stairs night recommend placing overnight did going forward, room dark night curtains drawn leaving light advisable, bureau couple drawers houses fridge water glasses ice bucket, fridge stocked daily 2 liters water coke sprite beer, vip package arrived bottle rum box 3 cigars room.the bathroom clean double sink tub shower, hot water plenty water pressure, hairdryer makeup mirror bathroom bottle opener attached wall handy, little room stuff just counter space lip tub no shelves hook wall, sufficient though.the patio living area view room 4219 pool pool bar area ocean, noise pool issue night pool lights ocean sounds nice, requesting room ask upper floor room buildings 4 5 best view.the resort fairly small compact resort, lobby furthest sea buffet 2 ala carte restaurants it.. shops right lobby coming pool.rooms run water pool middle area, walkways lots green space palm trees, property large sculptures birds animals tribal figures making interesting strolls grounds.the pool area plenty palapas beds surrounding pool bar/swim bar played latin music loudly, pool large volleyball net left constantly plenty space quiet dip elsewhere.the beach lovely wide white water warm, time quite windy waves fun play, breeze time sun pleasant, separate area roped beach beds upgraded vip package, beds retractable awnings approximately 30, problem getting arriving beach quite late morning, outside vip area lounge chairs palapas, chairs comfortable palapas plenty, beach watersports center exchange towels animation area, not comment watersports friendly exchanged towels, animation staff led aerobics dance volleyball beach, beach bar tables sun shade, butler service beach convenient, brought bubba kegs kept filled ice water santo libre, yum, restaurant beach bar food available late morning dinnertime late night snacks, mid-afternoon time__Ç beach bar sandwiches salads fruit, afternoon treated bbq lunch beach best meals there.the staff nice folks work hard make visit enjoyable, can__Ç_é_ figure remember everyone__Ç_é_ names, greets happy walk want want, maids groundskeepers spoke little english happy attempt engage, waitstaff bartenders, providingfirst class service language barrier easy work, learn little bit spanish long way, bilingual staff extremely helpful eager teach spanish just asked, speak english fine staff need interact, overall friendly staff visit, you__Ç heard sincere.the food ate breakfast buffet daily, omelet bar good wrong bacon, variety pancakes french toast fresh fruit appetizing sausages, coffee delicious mimosas just way like lots champagne little o.j.our appetites generally small probably heat usually skipped lunch grabbed late afternoon snacks beach bar.we ate twice buffet dinner, average, ate 3 ala carte restaurants italian tex mex fondue, fondue good meal ton fun, shrimp app. meat oil main course chocolate fondue dessert, excellent dipping sauces fun fun fun, filet mignon tex mex good not tender tasty states, italian disappointing heard ordered different dishes praising, pasta dishes boyfriend ravioli bolognese spaghetti pesto, chef boyardee, seriously, okay not nearly pesto-ey, going complimentary gourmet dinner el pescadore night stay burned, no actually decided operate island time night just missed dinner did burn good thing spared disappointment decided skip anyway.other stuff went caribe/tropicale broadway review, fun, short ride golf cart train friendly folks tried best communicate, vip package got complimentary 20 minute massages, try pay upgrade hour, sure extra 30 worth stuck freebie enjoyed much.we tipped 200 6 days, felt appreciated got little extra attention saw superior service provided didn__Ç_é_ tip, don__Ç_é_ tipped frequently like groundskeepers beach cleaners appreciative well.as mentioned fell room, actually hit head harder, called resort medical staff doctor nurse, room 10 minutes, ended agreeing ambulance local clinic, care fine clinic clean staffed maybe not equipped, x-rays taken option cat scan declined, aware need medical care pay pocket, ambulance wouldn__Ç_é_ roll resort paid 155 clinic wouldn__Ç_é_ taxi squared 420 exam 2 xrays, took credit cards reimbursement stateside health insurance, care fine overall though.summary beautiful quiet adults-only resort, 5 star rating not food, not hesitate,  ",3.985902370388757
"c'est fantastique, morning soak hot tub did n't great big bathrooms super clean towel warmer hair dryer nice deep tub shower listen bells trinite chime- relaxing day checking paris miss, place great, week february room requested months available 64 got emailed n't guarantee room remembered, evening lit spires sacre coeur distance outside big double door windows sat drank champagne table room, tell though- housekeeper let check rooms nosy course stay people checked wonderful rooms suites etc.- husband read hope hint, happily stay them.the folks working excellent- got recommendations incredible restaurants try chez jean want great dress-up nouvelle cuisine evening, reservations help directions friendly smile, housekeeper sweet complimenting little french leaving champagne glasses got couple small shop road set spiffy doily use galleries lafayette gourmet section wonderful demi bottles champagne nice chilled room fridge, giving brief hug saw miserable looked morning thought going home, silly stuff- bought earplugs people complaining noise tripadvisor opened night room little warm turned thermostat twisted radiator closed bit- did n't problem, bed comfortable linen wonderful fresh smell relaxing bath morning big antique armoire inclined want use n't locks door drawers inside- held stuff, charming memorable come, n't like big impersonal chain hotels much- prefer small bed breakfast type places thought hotel langlois folks run wonderful,  ",4.704013739111514
"little faded charming different just come weekend stay hotel mother, confess having hotel da vinci code slightly embarrassing read reviews tripadvisor, stuck great location looked structurally interesting hotels, requested email room twin beds explaining travelling mother, requested room floor told reviews renovated nicest rooms, given room 405 recommend, end long corridor nice clean good bathroom good view duomo quiet tucked away, brunelleschi nice hotel great location 3 mins duomo, yes noise night high did n't bother end day busy city situated centrally n't going quiet realistically, clean sheets nice towels mini bar no kettle provided tea making facilities hotels stayed italy france did n't expect, restaurant closed evening used breakfast, open 7am earlier eggs hot nearer 10am stone cold, nicer breakfast arrived 7.30am rolls fresher fruit nicer, reception area lovely really unusual, staying old building like sort thing charm, like modern purpose built hotels probably not, floor large lounge internet access, lovely big light room nicely furnished wo n't really exploring florence, really liked hotel stay, lovely restaurants surrounding roads lovely place just meander, hotel looks impressive outside night, night hear wind howling round tower eerie charming, faded places unusual different, staff reception just not break smile, lot florence, wonderful sullen, no inbetween, uffizi amazing pre-book tickets on-line, accademia worth trip look david, n't forget passport driving licence want hire audio guide, not le leave money credit card god knows, ryan air transfer beware long wait, seen incompetence organising people coach, enjoy florence,  ",3.551099288354819
"love place, wow, stayed hotel nights easter weekend, traveling older teenagers college aged son needed rooms, price incredible, check website deals, total rooms combined averaged 450 night, site parking block 22/day, booked rooms 2 twin beds room queen bed, rooms small bathrooms small, furnishings nice decor rooms, not dingy dirty extremely clean bright newer, want hotel upscale n't mind small rooms hardly, place, absolutely not beat price location, want view need ask, rooms n't great views 12th floor window looked union square, recommend shopping/dining getaway weekend save money shopping dining, great, stayed westin st. francis stanford court kids stay, n't believe rooms air conditioning ceiling fans rooms n't times need a/c san francisco way, try, wow,  ",4.537259742806501
"great vacation punta cana, group 6 early 30 stayed bambu week february, years ago stayed taino liked riu properties try bambu time, properties comfortable clean going vacation great time not nit pick fun, tend vacations look glass half not half empty.positives punta cana beautiful beaches wonderful dominican people friendly.-the rooms adequate sized comfortable, large selection drinks alcoholic non alcoholic, nightclub la pacha fun stop, 11-12 night stay songs, got hear favorite dance songs went resort, did n't pay cover.-the food good does n't make ill gets pretty repetive end week, pretty adventerous staples week, n't world country lavish wonderful food.-while n't children like anamacion team takes great care kids activities planned day, great beach path riu, watched karaoke taino night stopped bars naiboa, caribbean street riu fun window shopping too.-there no longer set dinner times no longer men wear long pants closed toe shoes, negatives people budge line, got bit annoyed ways laugh it.-one day lost hot water 9 hours pipe breaking fixed evening hot showers dinner.advice bring bubba kegs like sand drinks beach used good bartering tool beach shops, jellyfish restaurant short cab ride away beautiful, food bit spendy place looks like came straight travel magazine cosmopolitans great, asked desk make reservations did.-tip workers really saw people tipping book inclusive vacation people work hard not money, n't expect tips really appreciate them.-when airplane grab presidente beers boarding bus hotel,  ",3.569030251983289
"gross expensive maybe got disgusting room hotel surprised positive reviews listed, location near train station convenient did n't dangerous, problem room, old nasty, did n't want touch bedspread carpet, floor reception desk rooms upstairs nicer, thought completely overpriced not stay,  ",1.5167977229827432
"great value needless say bit dubious staying hotel reading reviews tripadvisor, pleasantly surprised arrival, staff fantastic friendly curteous especially receptionist think melinda, extremely friendly, shuttle bus great advantage hotel, not time drivers really helpful pointing landmarks recommending good bars restaurants, rooms great suprise, booked junior suite not really knowing expect, thaëÙ_kfully rooms air boston experiencing heat wave stay, suite comfortable 2 tv__s microwave fridge sofa king size bed en suite, finally not hesitate recommending best western roundhouse suites great place stay break boston, look forward returning possible opportunity,  ",4.689291047106404
"fabulous partner just returned stay hotel best holiday, hotel service staff absolutely fantastic, food excellent not expensive hotel, golf course absolutely breath taking views sea famous tanalot temple, pool hotel good relaxing, highly recommend hotel wanting relaxing breath taking holiday,  ",4.9285841343668935
"hotel max aphrodiasiac hotel max exactly expected reading previous reviews, bright pink paint curb helped hotel easily, pulled valet service extremely helpful friendly, walk lobby adult art walls not trashy means, room pretty small bathroom, extremely clean, loved menu snacks opportunity order pillows liking, did not remember 21+ hotel mini massager intimacy kit came hotel labeled, really nice not kids running, did not experience paper wall noise complained, hotel max trendy sexy definately air spray phermones sheets, definately stay,  ",3.52721805039566
"arrived occidental 12 hours travelling 1.25.07 told resort overbooked, told going 5-star resort going half hour closer airport, resort no 2-star stay 2 nights, got picked occidental entire bus load travelers got bumped, wait line long period time arrived check-in 60+ passengers travelers needed check, tried bump resort luckily didnt happen, did hear staff members bumping new travelers not previously bumped, awful, finally got room average remainder trip o.k.. 7 party 5 sick stomach aligments, person 2 weeks going home son 3, nightmare positive note beach gorgeous, resort nice enjoyed pool, buffet good meals, did try hacienda restaurant good.will resort again..be careful booking hopefully wont bumped arrive,  ",0.9761473932611926
"great location friendly service great budget hotel fun hk, fantastic location easy access central, great restaurants shopping well.the english speaking staff friendly helpful, really love traditional chinese decoration room, adequate boutique style hotel.i choose hotel time,  ",3.724771178671499
"excellent stay couple flaws stayed nights vibe overall great stay, firstly rooms good modern design spacious seperate dressing area, room clean cleaned stay, corridors outside room wide airey n't hemmed-in feeling chain hotels.a couple bonuses small rooftop pool right small gym equipped modern machinery sauna, rarely used great places unwind.the drawbacks relatively small, firstly internet expensive 6 half hour wi-fi secondly ordered room service food poor not accompanied promised dry burger seasoned steak, said great restaurants sydney resort.we staff polite helpful overall good stay recommend especially price/location,  ",3.5475704798190586
"cozy accomodations helpful staff stayed chancellor town business pleased nice non-chain hotel deep bathtub comfy attractive accomodations, big draws free wifi location decent price, trouble getting wireless working properly desk staff incredibly helpful accomodating helping set making sure worked fine, rooms small totally decent enjoyed old-style bathroom especially decent sized tub, extra touches like apples/cookies lobby pretty botanical prints room stay pleasant not run-of-the-mill hotel stay, bed conmfortable ample blankets pillows extra wool blanket closet welcome change indeterminate fuzz blankets hotels.the drawbacks encountered minor, no coffee maker room not huge deal city great coffee does mean dressed room service did feel walls, person room cough felt like right, phone hear conversation, big deal people hypersensitive issue worth knowing.i really appreciated general manager responses getting read comments blog, really mark cares business perceived appreciated,  ",3.8772824287686376
"excellent value stay booked hotel 3 nights florence mother bit anxious despite reviews read, pleased, location perfect lots places eat near, room great shower room better expected, staff helpful, room initially double bed changed twin beds no problem, given lots suggestions help train timetables, highly recommend balcony fantastic value money prime location comfortable beds clean room bathroom helpful staff, breakfast fine lots,  ",4.861180953706716
